Country,Code,Year,Health_Expenditure,Life_Expectancy
Portugal,PRT,2001,2187.8126,76.81463415
Portugal,PRT,2002,2232.7837,77.06585366
Portugal,PRT,2003,2292.0779,77.2195122
Portugal,PRT,2004,2431.0609,77.67073171
Portugal,PRT,2005,2481.444,78.07073171
Portugal,PRT,2006,2436.1823,78.4195122
Portugal,PRT,2007,2472.8037,78.32195122
Portugal,PRT,2008,2552.405,78.52439024
Portugal,PRT,2009,2613.2917,78.72682927
Portugal,PRT,2010,2645.6631,79.02682927
Portugal,PRT,2011,2524.7798,80.47073171
Portugal,PRT,2012,2386.2305,80.37317073
Portugal,PRT,2013,2306.5946,80.37317073
Slovenia,SVN,1995,1302.0993,73.95853659
Slovenia,SVN,1996,1382.4006,74.45853659
Slovenia,SVN,1997,1476.5463,74.70731707
Slovenia,SVN,1998,1537.2319,74.80731707
Slovenia,SVN,1999,1615.3151,75.0097561
Slovenia,SVN,2000,1775.6261,75.41219512
Slovenia,SVN,2001,1891.9529,75.75853659
Slovenia,SVN,2002,1864.5666,76.00731707
Slovenia,SVN,2003,1936.9238,76.85853659
Slovenia,SVN,2004,1981.1986,77.20731707
Slovenia,SVN,2005,2066.8623,77.61219512
Slovenia,SVN,2006,2132.2841,78.08658537
Slovenia,SVN,2007,2178.1724,78.56097561
Slovenia,SVN,2008,2352.881,78.76585366
Slovenia,SVN,2009,2345.0101,78.97073171
Slovenia,SVN,2010,2363.6692,79.42195122
Slovenia,SVN,2011,2368.1191,79.97073171
Slovenia,SVN,2012,2350.1776,80.12439024
Slovenia,SVN,2013,2329.7555,80.27804878
Spain,ESP,1970,448.6712,72.02731707
Spain,ESP,1971,529.0742,71.6302439
Spain,ESP,1972,598.3453,72.81804878
Spain,ESP,1973,625.202,72.61073171
Spain,ESP,1974,712.0427,72.9697561
Spain,ESP,1975,737.2338,73.31878049
Spain,ESP,1976,838.3206,73.64268293
Spain,ESP,1977,897.2817,74.13195122
Spain,ESP,1978,904.8541,74.29560976
Spain,ESP,1979,887.8727,74.81878049
Spain,ESP,1980,913.767,75.34926829
Spain,ESP,1981,930.2032,75.52853659
Spain,ESP,1982,953.6557,76.13414634
Spain,ESP,1983,994.0806,75.90902439
Spain,ESP,1984,972.3343,76.29536585
Spain,ESP,1985,969.0119,76.2595122
Spain,ESP,1986,989.7395,76.5104878
Spain,ESP,1987,1056.5485,76.72804878
Spain,ESP,1988,1232.2096,76.74707317
Spain,ESP,1989,1317.4873,76.81365854
Spain,ESP,1990,1444.19,76.83756098
Spain,ESP,1991,1522.8289,76.97121951
Spain,ESP,1992,1623.3291,77.41
Spain,ESP,1993,1674.5823,77.54658537
Spain,ESP,1994,1691.7669,77.90146341
Spain,ESP,1995,1773.4063,77.98073171
Spain,ESP,1996,1822.1491,78.1204878
Spain,ESP,1997,1853.2472,78.60414634
Spain,ESP,1998,1916.3749,78.66585366
Spain,ESP,1999,1993.7851,78.71707317
Spain,ESP,2000,2049.5785,78.96585366
Spain,ESP,2001,2095.6373,79.36829268
Spain,ESP,2002,2127.0201,79.56829268
Spain,ESP,2003,2385.9139,79.6195122
Spain,ESP,2004,2447.9456,79.87073171
Spain,ESP,2005,2515.3131,80.17073171
Spain,ESP,2006,2602.8273,80.82195122
Spain,ESP,2007,2679.2603,80.87317073
Spain,ESP,2008,2820.1949,81.17560976
Spain,ESP,2009,2919.5785,81.47560976
Spain,ESP,2010,2917.9495,81.62682927
Spain,ESP,2011,2902.7335,82.47560976
Spain,ESP,2012,2824.2009,82.42682927
Spain,ESP,2013,2755.9181,82.42682927
Sweden,SWE,1970,1168.3438,74.64926829
Sweden,SWE,1971,1264.5827,74.62390244
Sweden,SWE,1972,1311.8471,74.71804878
Sweden,SWE,1973,1355.4941,74.86731707
Sweden,SWE,1974,1450.5871,74.9804878
Sweden,SWE,1975,1549.189,74.98463415
Sweden,SWE,1976,1627.8297,74.96926829
Sweden,SWE,1977,1773.2115,75.3797561
Sweden,SWE,1978,1810.4277,75.46902439
Sweden,SWE,1979,1848.868,75.52414634
Sweden,SWE,1980,1953.5603,75.74097561
Sweden,SWE,1981,1986.0949,76.02609756
Sweden,SWE,1982,2031.7116,76.32731707
Sweden,SWE,1983,2046.4383,76.55170732
Sweden,SWE,1984,2079.5479,76.81585366
Sweden,SWE,1985,2013.3008,76.66780488
Sweden,SWE,1986,1997.8438,76.93121951
Sweden,SWE,1987,2080.6575,77.09219512
Sweden,SWE,1988,2099.4967,76.97926829
Sweden,SWE,1989,2158.6983,77.72682927
Sweden,SWE,1990,2182.6409,77.53682927
Sweden,SWE,1991,2139.2097,77.66682927
Sweden,SWE,1992,2184.6582,77.99878049
Sweden,SWE,1993,2195.9112,78.0604878
Sweden,SWE,1994,2154.1985,78.6502439
Sweden,SWE,1995,2203.4506,78.7404878
Sweden,SWE,1996,2295.8033,78.95902439
Sweden,SWE,1997,2304.9606,79.19756098
Sweden,SWE,1998,2428.7845,79.33902439
Sweden,SWE,1999,2541.0711,79.44146341
Sweden,SWE,2000,2656.362,79.64390244
Sweden,SWE,2001,2916.3359,79.79512195
Sweden,SWE,2002,3088.2543,79.84634146
Sweden,SWE,2003,3188.528,80.09512195
Sweden,SWE,2004,3233.9575,80.49756098
Sweden,SWE,2005,3318.2521,80.54634146
Sweden,SWE,2006,3405.7841,80.74878049
Sweden,SWE,2007,3458.3971,80.9
Sweden,SWE,2008,3513.5332,81.1
Sweden,SWE,2009,3553.986,81.35121951
Sweden,SWE,2010,3543.5822,81.45121951
Sweden,SWE,2011,4543.4803,81.80243902
Sweden,SWE,2012,4606.2456,81.70487805
Sweden,SWE,2013,4693.0745,81.70487805
Switzerland,CHE,1970,1672.2598,73.0202439
Switzerland,CHE,1971,1808.617,73.13073171
Switzerland,CHE,1972,1840.0689,73.64439024
Switzerland,CHE,1973,1909.8974,73.94097561
Switzerland,CHE,1974,2058.5251,74.28707317
Switzerland,CHE,1975,2175.9491,74.66560976
Switzerland,CHE,1976,2233.4705,74.78536585
Switzerland,CHE,1977,2293.6911,75.23804878
Switzerland,CHE,1978,2306.4702,75.18731707
Switzerland,CHE,1979,2392.3016,75.46609756
Switzerland,CHE,1980,2505.0154,75.45926829
Switzerland,CHE,1981,2554.0175,75.69317073
Switzerland,CHE,1982,2557.1418,76.03390244
Switzerland,CHE,1983,2699.0504,76.03121951
Switzerland,CHE,1984,2677.8657,76.60853659
Switzerland,CHE,1985,2765.2105,76.73365854
Switzerland,CHE,1986,2871.506,76.89902439
Switzerland,CHE,1987,2981.6448,77.19756098
Switzerland,CHE,1988,3076.9371,77.22658537
Switzerland,CHE,1989,3194.6702,77.42121951
Switzerland,CHE,1990,3251.551,77.24243902
Switzerland,CHE,1991,3442.2275,77.51463415
Switzerland,CHE,1992,3561.0551,77.80609756
Switzerland,CHE,1993,3556.6773,78.08536585
Switzerland,CHE,1994,3604.8755,78.35
Switzerland,CHE,1995,3752.1866,78.41707317
Switzerland,CHE,1996,3906.0381,78.89609756
Switzerland,CHE,1997,3982.1448,79.0795122
Switzerland,CHE,1998,4142.3256,79.32439024
Switzerland,CHE,1999,4248.5318,79.5804878
Switzerland,CHE,2000,4344.558,79.6804878
Switzerland,CHE,2001,4545.3768,80.1804878
Switzerland,CHE,2002,4706.3575,80.38536585
Switzerland,CHE,2003,4811.0269,80.53658537
Switzerland,CHE,2004,4928.0873,81.08780488
Switzerland,CHE,2005,4964.2494,81.23658537
Switzerland,CHE,2006,4906.6836,81.4902439
Switzerland,CHE,2007,4975.4899,81.74146341
Switzerland,CHE,2008,5100.4791,81.99268293
Switzerland,CHE,2009,5236.1522,82.04390244
Switzerland,CHE,2010,5371.4504,82.24634146
Switzerland,CHE,2011,5485.8134,82.69512195
Switzerland,CHE,2012,5687.2677,82.69756098
Switzerland,CHE,2013,5818.7818,82.74878049
Turkey,TUR,1975,165.0731,55.38521951
Turkey,TUR,1976,140.9377,56.0497561
Turkey,TUR,1977,167.3497,56.71868293
Turkey,TUR,1978,185.7754,57.385
Turkey,TUR,1979,185.7688,58.04426829
Turkey,TUR,1980,182.3208,58.69158537
Turkey,TUR,1981,203.7051,59.32612195
Turkey,TUR,1982,171.7645,59.94646341
Turkey,TUR,1983,179.843,60.55265854
Turkey,TUR,1984,180.2676,61.14319512
Turkey,TUR,1985,129.4716,61.71443902
Turkey,TUR,1986,167.0179,62.26226829
Turkey,TUR,1987,184.8806,62.7875122
Turkey,TUR,1988,201.9671,63.29453659
Turkey,TUR,1989,216.9416,63.79031707
Turkey,TUR,1990,249.5391,64.28234146
Turkey,TUR,1991,280.5111,64.78309756
Turkey,TUR,1992,287.4862,65.30021951
Turkey,TUR,1993,298.9687,65.83790244
Turkey,TUR,1994,270.0727,66.39873171
Turkey,TUR,1995,265.1805,66.98192683
Turkey,TUR,1996,322.5513,67.58621951
Turkey,TUR,1997,367.7261,68.19968293
Turkey,TUR,1998,427.0581,68.81226829
Turkey,TUR,1999,516.4664,69.41539024
Turkey,TUR,2000,575.1512,69.99836585
Turkey,TUR,2001,582.2162,70.55185366
Turkey,TUR,2002,634.4325,71.07309756
Turkey,TUR,2003,656.849,71.55987805
Turkey,TUR,2004,697.9255,72.01112195
Turkey,TUR,2005,748.9754,72.42836585
Turkey,TUR,2006,832.1519,72.81573171
Turkey,TUR,2007,878.5876,73.18192683
Turkey,TUR,2008,871.6667,73.53419512
Turkey,TUR,2009,862.9134,73.87609756
Turkey,TUR,2010,852.6704,74.21119512
Turkey,TUR,2011,862.9516,74.5404878
Turkey,TUR,2012,856.9456,74.86243902
Turkey,TUR,2013,903.5676,75.17595122
United Kingdom,GBR,1970,656.0517,71.97317073
United Kingdom,GBR,1971,684.045,72.27317073
United Kingdom,GBR,1972,723.019,72.12439024
United Kingdom,GBR,1973,755.9272,72.32439024
United Kingdom,GBR,1974,851.4209,72.52439024
United Kingdom,GBR,1975,889.9373,72.72439024
United Kingdom,GBR,1976,920.0744,72.77560976
United Kingdom,GBR,1977,924.6097,73.22439024
United Kingdom,GBR,1978,953.2253,73.17560976
United Kingdom,GBR,1979,975.3974,73.27560976
United Kingdom,GBR,1980,1018.0133,73.67560976
United Kingdom,GBR,1981,1053.2004,74.02682927
United Kingdom,GBR,1982,1042.4711,74.17804878
United Kingdom,GBR,1983,1128.0444,74.37804878
United Kingdom,GBR,1984,1133.5529,74.77804878
United Kingdom,GBR,1985,1155.5843,74.62926829
United Kingdom,GBR,1986,1185.9615,74.92926829
United Kingdom,GBR,1987,1262.1952,75.2804878
United Kingdom,GBR,1988,1310.9193,75.3804878
United Kingdom,GBR,1989,1326.9804,75.58292683
United Kingdom,GBR,1990,1344.0919,75.8804878
United Kingdom,GBR,1991,1426.0631,76.08292683
United Kingdom,GBR,1992,1545.4584,76.43414634
United Kingdom,GBR,1993,1600.5217,76.38536585
United Kingdom,GBR,1994,1681.6816,76.88536585
United Kingdom,GBR,1995,1709.2018,76.83658537
United Kingdom,GBR,1996,1745.8191,77.08780488
United Kingdom,GBR,1997,1748.6616,77.21097561
United Kingdom,GBR,1998,1837.6474,77.1902439
United Kingdom,GBR,1999,1965.5434,77.3902439
United Kingdom,GBR,2000,2044.202,77.74146341
United Kingdom,GBR,2001,2204.104,77.99268293
United Kingdom,GBR,2002,2335.376,78.14390244
United Kingdom,GBR,2003,2487.615,78.44634146
United Kingdom,GBR,2004,2606.135,78.74634146
United Kingdom,GBR,2005,2712.273,79.04878049
United Kingdom,GBR,2006,2812.727,79.24878049
United Kingdom,GBR,2007,2894.783,79.44878049
United Kingdom,GBR,2008,2945.846,79.6
United Kingdom,GBR,2009,3085.415,80.05121951
United Kingdom,GBR,2010,3036.12,80.40243902
United Kingdom,GBR,2011,3063.044,80.95121951
United Kingdom,GBR,2012,3099.058,80.90487805
United Kingdom,GBR,2013,3673.108,80.95609756
United States,USA,1970,1452.5874,70.80731707
United States,USA,1971,1513.5113,71.10731707
United States,USA,1972,1609.232,71.15609756
United States,USA,1973,1688.367,71.35609756
United States,USA,1974,1746.0535,71.95609756
United States,USA,1975,1809.8533,72.60487805
United States,USA,1976,1954.6698,72.85609756
United States,USA,1977,2092.2439,73.25609756
United States,USA,1978,2177.4709,73.35609756
United States,USA,1979,2260.2595,73.80487805
United States,USA,1980,2363.7486,73.65853659
United States,USA,1981,2485.7482,74.00731707
United States,USA,1982,2611.8782,74.36097561
United States,USA,1983,2743.7236,74.46341463
United States,USA,1984,2902.8663,74.56341463
United States,USA,1985,3068.3808,74.56341463
United States,USA,1986,3202.9039,74.61463415
United States,USA,1987,3364.5363,74.76585366
United States,USA,1988,3610.2574,74.76585366
United States,USA,1989,3835.6971,75.01707317
United States,USA,1990,4093.4464,75.21463415
United States,USA,1991,4277.884,75.36585366
United States,USA,1992,4466.39,75.64219512
United States,USA,1993,4623.3645,75.4195122
United States,USA,1994,4721.7997,75.57439024
United States,USA,1995,4835.5526,75.62195122
United States,USA,1996,4945.7865,75.99658537
United States,USA,1997,5068.7317,76.42926829
United States,USA,1998,5243.21,76.5804878
United States,USA,1999,5425.5428,76.58292683
United States,USA,2000,5635.34,76.63658537
United States,USA,2001,5934.7847,76.73658537
United States,USA,2002,6341.6322,76.83658537
United States,USA,2003,6695.7248,76.98780488
United States,USA,2004,6924.3707,77.33902439
United States,USA,2005,7092.7348,77.33902439
United States,USA,2006,7269.6777,77.58780488
United States,USA,2007,7449.0334,77.83902439
United States,USA,2008,7561.5873,77.93902439
United States,USA,2009,7778.6191,78.0902439
United States,USA,2010,7929.372,78.54146341
United States,USA,2011,8005.7887,78.64146341
United States,USA,2012,8103.3367,78.74146341
United States,USA,2013,8157.4229,78.84146341
